generation,fitness
0,1649.1299999999999
1,1615.7799999999995
2,1520.3300000000002
3,1520.3300000000002
4,1520.3300000000002
5,1504.9899999999998
6,1504.9899999999998
7,1495.0099999999995
8,1493.1599999999999
9,1445.3500000000006
10,1445.3500000000006
11,1425.36
12,1425.36
13,1404.7700000000004
14,1373.9800000000005
15,1373.9800000000005
16,1368.8800000000003
17,1359.2400000000005
18,1359.2400000000005
19,1356.4500000000003
20,1343.9000000000003
21,1337.1200000000006
22,1326.0400000000009
23,1323.2300000000005
24,1321.3400000000001
25,1317.7900000000006
26,1312.4000000000005
27,1305.2900000000006
28,1305.2900000000006
29,1293.5600000000006
30,1290.7200000000007
31,1290.7200000000007
32,1290.7200000000007
33,1290.7200000000007
34,1290.7200000000007
35,1290.7200000000007
36,1290.7200000000007
37,1290.7200000000007
38,1290.7200000000007
39,1290.7200000000007
40,1290.7200000000007
41,1290.7200000000007
42,1290.7200000000007
43,1290.7200000000007
44,1290.7200000000007
45,1290.7200000000007
46,1290.7200000000007
47,1290.7200000000007
48,1290.7200000000007
49,1290.7200000000007
50,1290.7200000000007
51,1290.7200000000007
52,1290.7200000000007
53,1290.7200000000007
54,1290.7200000000007
55,1290.7200000000007
56,1290.7200000000007
57,1290.7200000000007
58,1290.7200000000007
59,1290.7200000000007
60,1290.7200000000007
61,1290.7200000000007
62,1290.7200000000007
63,1290.7200000000007
64,1290.7200000000007
65,1290.7200000000007
66,1290.7200000000007
67,1290.7200000000007
68,1290.7200000000007
69,1290.7200000000007
70,1290.7200000000007
71,1290.7200000000007
72,1290.7200000000007
73,1290.7200000000007
74,1290.7200000000007
75,1290.7200000000007
76,1290.7200000000007
77,1290.7200000000007
78,1290.7200000000007
79,1290.7200000000007
80,1290.7200000000007
81,1290.7200000000007
82,1290.7200000000007
83,1290.7200000000007
84,1290.7200000000007
85,1290.7200000000007
86,1290.7200000000007
87,1290.7200000000007
88,1290.7200000000007
89,1290.7200000000007
90,1290.7200000000007
91,1290.7200000000007
92,1290.7200000000007
93,1290.7200000000007
94,1290.7200000000007
95,1290.7200000000007
96,1290.7200000000007
97,1290.7200000000007
98,1290.7200000000007
99,1290.7200000000007
100,1290.7200000000007
101,1290.7200000000007
102,1290.7200000000007
103,1290.7200000000007
104,1290.7200000000007
105,1290.7200000000007
106,1290.7200000000007
107,1290.7200000000007
108,1290.7200000000007
109,1290.7200000000007
110,1290.7200000000007
111,1290.7200000000007
112,1290.7200000000007
113,1290.7200000000007
114,1290.7200000000007
115,1290.7200000000007
116,1290.7200000000007
117,1290.7200000000007
118,1290.7200000000007
119,1290.7200000000007
120,1290.7200000000007
121,1290.7200000000007
122,1290.7200000000007
123,1290.7200000000007
124,1290.7200000000007
125,1290.7200000000007
126,1290.7200000000007
127,1290.7200000000007
128,1290.7200000000007
129,1290.7200000000007
130,1290.7200000000007
131,1290.7200000000007
132,1290.7200000000007
133,1290.7200000000007
134,1290.7200000000007
135,1290.7200000000007
136,1290.7200000000007
137,1290.7200000000007
138,1290.7200000000007
139,1290.7200000000007
140,1290.7200000000007
141,1290.7200000000007
142,1290.7200000000007
143,1290.7200000000007
144,1290.7200000000007
145,1290.7200000000007
146,1290.7200000000007
147,1290.7200000000007
148,1290.7200000000007
149,1290.7200000000007
150,1290.7200000000007
151,1290.7200000000007
152,1290.7200000000007
153,1290.7200000000007
154,1290.7200000000007
155,1290.7200000000007
156,1290.7200000000007
157,1290.7200000000007
158,1290.7200000000007
159,1290.7200000000007
160,1290.7200000000007
161,1290.7200000000007
162,1290.7200000000007
163,1290.7200000000007
164,1290.7200000000007
165,1290.7200000000007
166,1290.7200000000007
167,1290.7200000000007
