generation,fitness
0,614.0
1,565.3100000000001
2,553.74
3,553.74
4,512.7900000000001
5,476.9399999999999
6,476.9399999999999
7,476.9399999999999
8,476.9399999999999
9,476.9399999999999
10,463.69
11,463.69
12,463.69
13,463.69
14,463.69
15,463.38999999999993
16,463.38999999999993
17,455.79
18,454.74999999999983
19,454.74999999999983
20,454.74999999999983
21,454.74999999999983
22,454.74999999999983
23,454.74999999999983
24,454.74999999999983
25,454.74999999999983
26,454.74999999999983
27,454.74999999999983
28,450.61
29,450.61
30,450.61
31,450.61
32,450.61
33,450.61
34,450.61
35,450.61
36,450.61
37,450.61
38,450.61
39,450.61
40,450.61
41,450.61
42,450.61
43,450.61
44,450.61
45,450.61
46,450.61
47,450.61
48,450.61
49,450.61
50,450.61
51,450.61
52,450.61
53,450.61
54,450.61
55,450.61
56,450.61
57,450.61
58,450.61
59,450.61
60,450.61
61,450.61
62,450.61
63,450.61
64,450.61
65,450.61
66,450.61
67,450.61
68,450.61
69,450.61
70,450.61
71,450.61
72,450.61
73,450.61
74,450.61
75,450.61
76,450.61
77,450.61
78,450.61
79,450.61
80,450.61
81,450.61
82,450.61
83,450.61
84,450.61
85,450.61
86,450.61
87,450.61
88,450.61
89,450.61
90,450.61
91,450.61
92,450.61
93,450.61
94,450.61
95,450.61
96,450.61
97,450.61
98,450.61
99,450.61
100,450.61
101,450.61
102,450.61
103,450.61
104,450.61
105,450.61
106,450.61
107,450.61
108,450.61
109,450.61
110,450.61
111,450.61
112,450.61
113,450.61
114,450.61
115,450.61
116,450.61
117,450.61
118,450.61
119,450.61
120,450.61
121,450.61
122,450.61
123,450.61
124,450.61
125,450.61
126,450.61
127,450.61
128,450.61
129,450.61
130,450.61
131,450.61
132,450.61
133,450.61
134,450.61
135,450.61
136,450.61
137,450.61
138,450.61
139,450.61
140,450.61
141,450.61
142,450.61
143,450.61
144,450.61
145,450.61
146,450.61
147,450.61
148,450.61
149,450.61
150,450.61
151,450.61
152,450.61
153,450.61
154,450.61
155,450.61
156,450.61
157,450.61
158,450.61
159,450.61
160,450.61
161,450.61
162,450.61
163,450.61
164,450.61
165,450.61
166,450.61
167,450.61
168,450.61
169,450.61
170,450.61
171,450.61
172,450.61
173,450.61
174,450.61
175,450.61
176,450.61
177,450.61
178,450.61
179,450.61
180,450.61
181,450.61
182,450.61
183,450.61
184,450.61
185,450.61
186,450.61
187,450.61
188,450.61
189,450.61
190,450.61
191,450.61
192,450.61
193,450.31000000000006
194,450.31000000000006
195,450.31000000000006
196,450.31000000000006
197,450.31000000000006
198,450.31000000000006
199,450.31000000000006
200,450.31000000000006
201,450.31000000000006
202,450.31000000000006
203,450.31000000000006
204,450.31000000000006
205,450.31000000000006
206,450.31000000000006
207,450.31000000000006
208,450.31000000000006
209,450.31000000000006
210,450.31000000000006
211,450.31000000000006
212,450.31000000000006
213,450.31000000000006
214,450.31000000000006
215,450.31000000000006
216,450.31000000000006
217,450.31000000000006
218,450.31000000000006
219,450.31000000000006
220,450.31000000000006
221,450.31000000000006
222,450.2400000000001
223,450.2400000000001
224,450.2400000000001
225,450.2400000000001
226,450.2400000000001
227,450.2400000000001
228,450.2400000000001
229,450.2400000000001
230,450.2400000000001
231,450.2400000000001
232,450.2400000000001
233,450.2400000000001
234,450.2400000000001
235,450.2400000000001
236,450.2400000000001
237,450.2400000000001
238,450.2400000000001
239,450.2400000000001
240,450.2400000000001
241,450.2400000000001
242,450.2400000000001
243,450.2400000000001
244,450.2400000000001
245,450.2400000000001
246,450.1800000000002
247,450.1800000000002
248,450.1800000000002
249,450.1800000000002
250,450.1800000000002
251,450.1800000000002
252,450.1800000000002
253,450.1800000000002
254,450.1800000000002
255,450.1800000000002
256,450.1800000000002
257,450.1800000000002
258,450.1800000000002
259,450.1800000000002
260,450.1800000000002
261,450.1800000000002
262,450.1800000000002
263,450.1800000000002
264,450.1800000000002
265,450.1800000000002
266,450.1800000000002
267,450.1800000000002
268,450.1800000000002
269,450.1800000000002
270,450.1800000000002
271,450.1800000000002
272,450.1800000000002
273,450.1800000000002
274,450.1800000000002
275,450.1800000000002
276,450.1800000000002
277,450.1800000000002
278,450.1800000000002
279,450.1800000000002
280,450.1800000000002
281,450.1800000000002
282,450.1800000000002
283,450.1800000000002
284,450.1800000000002
285,450.1800000000002
286,450.1800000000002
287,450.1800000000002
288,450.1800000000002
289,450.1800000000002
290,450.1800000000002
291,450.1800000000002
292,450.1800000000002
293,450.1800000000002
294,450.1800000000002
295,450.1800000000002
296,450.1800000000002
297,450.1800000000002
298,450.1800000000002
299,450.1800000000002
