generation,fitness
0,1605.5699999999997
1,1583.5
2,1550.3700000000003
3,1492.71
4,1468.7200000000007
5,1467.9399999999998
6,1440.8899999999996
7,1416.7400000000005
8,1381.8400000000004
9,1381.8400000000004
10,1371.2400000000005
11,1360.3200000000004
12,1360.3200000000004
13,1360.3200000000004
14,1354.1599999999999
15,1326.1999999999998
16,1326.1999999999998
17,1312.1200000000006
18,1289.42
19,1289.42
20,1288.2200000000007
21,1259.4699999999996
22,1252.0800000000002
23,1249.7700000000007
24,1233.6699999999996
25,1233.4699999999998
26,1230.4200000000005
27,1230.4200000000005
28,1230.4200000000005
29,1200.14
30,1184.71
31,1184.71
32,1184.71
33,1177.0799999999995
34,1177.0799999999995
35,1166.2900000000004
36,1158.8900000000006
37,1158.8900000000006
38,1158.8900000000006
39,1158.8900000000006
40,1136.8899999999999
41,1136.8899999999999
42,1136.8899999999999
43,1136.8899999999999
44,1132.1800000000003
45,1132.1800000000003
46,1132.1800000000003
47,1132.1800000000003
48,1132.1800000000003
49,1132.1800000000003
50,1132.1800000000003
51,1132.1800000000003
52,1132.1800000000003
53,1132.1800000000003
54,1132.1800000000003
55,1132.1800000000003
56,1132.1800000000003
57,1129.4699999999998
58,1116.7300000000005
59,1116.7300000000005
60,1098.3100000000004
61,1098.3100000000004
62,1098.3100000000004
63,1098.3100000000004
64,1098.3100000000004
65,1098.3100000000004
66,1098.3100000000004
67,1098.3100000000004
68,1098.3100000000004
69,1098.3100000000004
70,1096.5500000000004
71,1096.5500000000004
72,1096.5500000000004
73,1094.5900000000004
74,1094.5900000000004
75,1094.5900000000004
76,1094.5900000000004
77,1094.5900000000004
78,1094.5900000000004
79,1094.5900000000004
80,1094.5900000000004
81,1094.5900000000004
82,1093.4799999999993
83,1083.3899999999999
84,1083.3899999999999
85,1078.75
86,1078.75
87,1070.1399999999994
88,1070.1399999999994
89,1070.1399999999994
90,1070.1399999999994
91,1070.1399999999994
92,1070.1399999999994
93,1070.1399999999994
94,1070.1399999999994
95,1070.1399999999994
96,1050.2900000000004
97,1050.2900000000004
98,1050.2900000000004
99,1050.2900000000004
100,1050.2900000000004
101,1050.2900000000004
102,1050.2900000000004
103,1050.2900000000004
104,1050.2900000000004
105,1050.2900000000004
106,1050.2900000000004
107,1050.2900000000004
108,1050.2900000000004
109,1050.2900000000004
110,1050.2900000000004
111,1050.2900000000004
112,1050.2900000000004
113,1050.2900000000004
114,1050.2900000000004
115,1050.2900000000004
116,1050.2900000000004
117,1050.2900000000004
118,1050.2900000000004
119,1050.2900000000004
120,1050.2900000000004
121,1050.2900000000004
122,1050.2900000000004
123,1050.2900000000004
124,1050.2900000000004
125,1050.2900000000004
126,1050.2900000000004
127,1050.2900000000004
128,1050.2900000000004
129,1050.2900000000004
130,1050.2900000000004
131,1050.2900000000004
132,1050.2900000000004
133,1050.2900000000004
134,1047.2999999999997
135,1047.2999999999997
136,1047.2999999999997
137,1041.95
138,1041.95
139,1041.95
140,1041.95
141,1041.95
142,1041.95
143,1032.5000000000007
144,1032.5000000000007
145,1032.5000000000007
146,1032.5000000000007
147,1032.5000000000007
148,1032.5000000000007
149,1032.5000000000007
150,1032.5000000000007
151,1032.5000000000007
152,1032.5000000000007
153,1032.5000000000007
154,1032.5000000000007
155,1032.5000000000007
156,1032.5000000000007
157,1032.5000000000007
158,1032.5000000000007
159,1032.5000000000007
160,1032.5000000000007
161,1032.5000000000007
162,1032.5000000000007
163,1032.3499999999997
164,1032.3499999999997
165,1032.3499999999997
166,1032.3499999999997
167,1032.3499999999997
168,1032.3499999999997
169,1032.3499999999997
170,1032.3499999999997
171,1032.3499999999997
172,1032.3499999999997
173,1024.4600000000007
174,1024.4600000000007
175,1024.4600000000007
176,1024.4600000000007
177,1024.4600000000007
178,1024.4600000000007
179,1024.4600000000007
180,1024.4600000000007
181,1024.4600000000007
182,1024.4600000000007
183,1022.7300000000006
184,1017.0400000000005
185,1017.0400000000005
186,1017.0400000000005
187,1017.0400000000005
188,1017.0400000000005
189,1017.0400000000005
190,1006.9400000000004
191,1006.9400000000004
192,1006.9400000000004
193,1006.9400000000004
194,1006.9400000000004
195,995.2100000000005
196,995.2100000000005
197,995.2100000000005
198,995.2100000000005
199,995.2100000000005
200,995.2100000000005
201,964.9099999999997
202,964.9099999999997
203,964.9099999999997
204,964.9099999999997
205,964.9099999999997
206,964.9099999999997
207,964.9099999999997
208,963.1500000000002
209,963.1500000000002
210,963.1500000000002
211,963.1500000000002
212,940.2300000000004
213,940.2300000000004
214,940.2300000000004
215,940.2300000000004
216,940.2300000000004
217,940.2300000000004
218,940.2300000000004
219,940.2300000000004
220,940.2300000000004
221,940.2300000000004
222,940.2300000000004
223,933.9300000000002
224,933.9300000000002
225,933.9300000000002
226,933.9300000000002
227,933.9300000000002
228,933.9300000000002
229,933.9300000000002
230,933.9300000000002
231,933.7099999999998
232,933.7099999999998
233,933.7099999999998
234,933.7099999999998
235,933.7099999999998
236,933.7099999999998
237,933.7099999999998
238,926.6299999999999
239,926.6299999999999
240,924.89
241,924.89
242,920.5200000000002
243,917.1000000000004
244,917.1000000000004
245,909.4599999999998
246,902.7399999999998
247,885.9600000000004
248,885.9600000000004
249,885.9600000000004
250,882.5699999999996
251,882.5699999999996
252,882.5699999999996
253,882.5699999999996
254,882.5699999999996
255,863.8000000000003
256,863.8000000000003
257,863.8000000000003
258,863.8000000000003
259,863.8000000000003
260,863.8000000000003
261,863.8000000000003
262,863.8000000000003
263,852.5700000000005
264,849.0600000000003
265,846.8100000000003
266,846.8100000000003
267,846.8100000000003
268,832.4600000000004
269,818.3000000000006
270,818.3000000000006
271,818.3000000000006
272,818.3000000000006
273,818.3000000000006
274,818.3000000000006
275,818.3000000000006
276,818.3000000000006
277,808.7500000000001
278,808.7500000000001
279,800.6800000000007
280,800.6800000000007
281,797.7200000000005
282,797.7200000000005
283,797.7200000000005
284,797.7200000000005
285,796.2100000000002
286,795.4600000000002
287,795.4600000000002
288,795.4600000000002
289,795.4600000000002
290,791.2700000000004
291,791.2700000000004
292,791.2700000000004
293,780.5100000000002
294,780.5100000000002
295,780.5100000000002
296,780.5100000000002
297,780.5100000000002
298,779.5700000000003
299,779.5700000000003
