generation,fitness
0,610.48
1,610.48
2,586.0399999999998
3,582.93
4,582.93
5,582.93
6,580.9499999999999
7,569.84
8,566.5500000000001
9,564.28
10,564.28
11,550.63
12,544.6600000000001
13,544.6600000000001
14,539.7200000000001
15,539.7200000000001
16,526.0200000000002
17,514.3299999999999
18,514.3299999999999
19,514.3299999999999
20,514.3299999999999
21,514.3299999999999
22,507.1899999999999
23,507.1899999999999
24,507.1899999999999
25,506.88000000000005
26,498.39
27,498.39
28,498.39
29,498.39
30,498.39
31,498.39
32,491.68
33,491.68
34,489.27999999999986
35,489.27999999999986
36,478.13999999999993
37,478.13999999999993
38,478.13999999999993
39,478.13999999999993
40,476.65
41,467.16999999999996
42,467.16999999999996
43,467.16999999999996
44,467.16999999999996
45,467.16999999999996
46,467.16999999999996
47,467.16999999999996
48,467.16999999999996
49,467.16999999999996
50,467.16999999999996
51,467.16999999999996
52,467.16999999999996
53,467.16999999999996
54,467.16999999999996
55,467.16999999999996
56,467.16999999999996
57,465.5899999999999
58,465.5899999999999
59,460.60999999999996
60,460.60999999999996
61,460.60999999999996
62,460.60999999999996
63,460.60999999999996
64,460.60999999999996
65,458.7099999999999
66,458.7099999999999
67,451.03
68,451.03
69,451.03
70,451.03
71,451.03
72,451.03
73,451.03
74,451.03
75,451.03
76,451.03
77,451.03
78,449.90000000000003
79,449.90000000000003
80,447.28
81,447.28
82,447.28
83,447.28
84,447.28
85,424.62000000000006
86,424.62000000000006
87,424.62000000000006
88,424.62000000000006
89,424.62000000000006
90,424.62000000000006
91,424.62000000000006
92,424.62000000000006
93,424.62000000000006
94,424.62000000000006
95,419.19
96,419.19
97,419.19
98,419.19
99,419.19
100,419.19
101,419.19
102,419.19
103,419.19
104,419.19
105,419.19
106,419.19
107,419.19
108,418.11999999999995
109,418.11999999999995
110,418.11999999999995
111,414.53000000000003
112,414.53000000000003
113,414.53000000000003
114,414.53000000000003
115,414.53000000000003
116,414.53000000000003
117,414.53000000000003
118,414.53000000000003
119,414.53000000000003
120,414.53000000000003
121,410.2099999999999
122,410.2099999999999
123,410.2099999999999
124,410.2099999999999
125,410.2099999999999
126,410.2099999999999
127,410.2099999999999
128,410.2099999999999
129,410.2099999999999
130,410.2099999999999
131,410.2099999999999
132,410.2099999999999
133,410.2099999999999
134,410.2099999999999
135,409.2199999999999
136,409.2199999999999
137,409.2199999999999
138,409.2199999999999
139,409.2199999999999
140,409.2199999999999
141,409.2199999999999
142,409.13999999999993
143,407.56999999999994
144,407.56999999999994
145,407.56999999999994
146,407.56999999999994
147,407.56999999999994
148,407.56999999999994
149,407.56999999999994
150,407.56999999999994
151,406.84
152,406.84
153,406.84
154,403.42999999999995
155,403.42999999999995
156,403.42999999999995
157,403.42999999999995
158,403.42999999999995
159,403.42999999999995
160,401.38
161,400.46999999999997
162,400.46999999999997
163,399.07
164,399.07
165,399.07
166,399.07
167,399.07
168,399.07
169,399.07
170,398.18999999999994
171,398.18999999999994
172,396.49999999999994
173,396.49999999999994
174,396.49999999999994
175,396.49999999999994
176,396.49999999999994
177,395.16
178,395.16
179,392.71
180,392.71
181,391.26
182,391.26
183,391.26
184,389.53999999999996
185,389.53999999999996
186,388.73
187,388.68999999999994
188,388.68999999999994
189,388.68999999999994
190,388.68999999999994
191,383.13000000000005
192,383.13000000000005
193,383.13000000000005
194,382.78000000000003
195,382.78000000000003
196,381.88000000000005
197,381.7900000000001
198,381.7900000000001
199,381.51
200,380.29999999999995
201,380.29999999999995
202,380.29999999999995
203,380.29999999999995
204,380.29999999999995
205,380.29999999999995
206,380.29999999999995
207,380.29999999999995
208,379.61000000000007
209,379.61000000000007
210,379.61000000000007
211,379.43
212,377.55
213,377.55
214,377.55
215,377.55
216,377.55
217,377.55
218,377.55
219,376.76000000000005
220,375.10999999999996
221,375.10999999999996
222,375.10999999999996
223,374.95000000000005
224,374.95000000000005
225,374.95000000000005
226,374.95000000000005
227,374.95000000000005
228,371.88
229,370.9199999999999
230,370.9199999999999
231,370.9199999999999
232,370.74999999999994
233,370.74999999999994
234,369.62999999999994
235,369.62999999999994
236,369.62999999999994
237,369.62999999999994
238,369.62999999999994
239,369.62999999999994
240,369.62999999999994
241,369.62999999999994
242,369.62999999999994
243,369.62999999999994
244,369.62999999999994
245,369.61
246,368.31000000000006
247,368.31000000000006
248,366.90999999999997
249,366.90999999999997
250,366.34999999999997
251,366.34999999999997
252,365.68999999999994
253,365.68999999999994
254,365.68999999999994
255,365.3999999999999
256,365.3999999999999
257,365.29
258,365.29
259,365.29
260,365.29
261,365.29
262,365.29
263,365.29
264,365.26
265,364.04
266,363.71
267,363.71
268,363.71
269,363.71
270,363.68
271,363.68
272,363.14000000000004
273,363.14000000000004
274,363.14000000000004
275,362.77000000000004
276,361.89000000000004
277,361.62
278,361.62
279,361.0700000000001
280,360.7299999999999
281,360.7299999999999
282,359.0099999999999
283,359.0099999999999
284,358.6000000000001
285,358.6000000000001
286,358.6000000000001
287,358.6000000000001
288,358.6000000000001
289,358.6000000000001
290,358.6000000000001
291,357.88000000000005
292,357.88000000000005
293,357.3700000000001
294,357.3700000000001
295,357.3700000000001
296,357.3700000000001
297,357.3700000000001
298,357.3700000000001
299,357.25999999999993
